          楽曲名,難易度,楽曲レベル,クリアランク,スコアグレード,ハイスコア,EXスコア,プレー回数,クリア回数,ULTIMATE CHAIN,PERFECT
Onigo,EXHAUST,16,ULTIMATE CHAIN,S,9991563,0,27,15,1,0
Onigo,HEAVENLY,18,EXCESSIVE COMPLETE,AAA+,9866461,0,3,3,0,0
caramel ribbon,EXHAUST,13,ULTIMATE CHAIN,S,9995247,0,4,3,3,0
caramel ribbon,INFINITE,16,EXCESSIVE COMPLETE,S,9929775,0,4,4,0,0
君にエールを・・・！ （DJ UTO REMIX）,EXHAUST,14,PERFECT,S,10000000,3938,5,5,1,2
サヨナラ・ヘヴン （かめりあ's NEKOMATAelectroRMX）,EXHAUST,12,ULTIMATE CHAIN,S,9980217,0,4,4,1,0
サヨナラ・ヘヴン （かめりあ's NEKOMATAelectroRMX）,HEAVENLY,17,EXCESSIVE COMPLETE,S,9949698,0,2,2,0,0
Space Diver Tama,EXHAUST,15,PERFECT,S,10000000,0,2,2,0,1
SOUL EXPLOSION,EXHAUST,13,EXCESSIVE COMPLETE,AAA+,9874608,0,1,1,0,0
.59 -BOOTH BOOST REMIX-,EXHAUST,13,ULTIMATE CHAIN,S,9983351,0,4,3,1,0
.59 -BOOTH BOOST REMIX-,HEAVENLY,17,EXCESSIVE COMPLETE,S,9984114,0,2,2,0,0
Nyan Cat,EXHAUST,13,EXCESSIVE COMPLETE,AAA+,9864559,0,1,1,0,0
Nyan Cat,INFINITE,16,EXCESSIVE COMPLETE,S,9980544,0,8,8,0,0
香港功夫大旋風,EXHAUST,16,ULTIMATE CHAIN,S,9972918,0,22,21,1,0
香港功夫大旋風,GRAVITY,17,EXCESSIVE COMPLETE,S,9978123,0,16,15,0,0
レトロスペクティビリー・メリーゴーランド,EXHAUST,12,PERFECT,S,10000000,0,2,2,1,1
恋する☆宇宙戦争っ！！ あばばばみっくす,EXHAUST,15,EXCESSIVE COMPLETE,S,9989878,0,11,8,0,0
恋する☆宇宙戦争っ！！ あばばばみっくす,INFINITE,15,EXCESSIVE COMPLETE,S,9955782,0,1,1,0,0
突撃!ガラスのニーソ姫! D.watt nu-denpa RMX,ADVANCED,10,COMPLETE,AA+,9558457,0,1,1,0,0
突撃!ガラスのニーソ姫! D.watt nu-denpa RMX,EXHAUST,15,ULTIMATE CHAIN,S,9988281,0,7,7,1,0
春色ポートレート,EXHAUST,7,PERFECT,S,10000000,0,1,1,0,1
cloud,ADVANCED,8,COMPLETE,AA+,9521912,0,1,1,0,0
cloud,EXHAUST,12,ULTIMATE CHAIN,S,9994117,0,2,2,2,0
世界はネコのもの,EXHAUST,12,EXCESSIVE COMPLETE,S,9907563,0,1,1,0,0
TYCOON,EXHAUST,15,PERFECT,S,10000000,0,19,12,6,2
TYCOON,INFINITE,17,ULTIMATE CHAIN,S,9994640,0,11,11,1,0
neu BSP style,ADVANCED,9,ULTIMATE CHAIN,S,9992447,0,1,1,1,0
neu BSP style,EXHAUST,16,ULTIMATE CHAIN,S,9991023,0,6,6,2,0
wound,EXHAUST,11,PERFECT,S,10000000,0,2,2,0,1
不思議玩具ガンガラディンドン,EXHAUST,14,ULTIMATE CHAIN,S,9975728,0,4,4,1,0
FLOWER REDALiCE Remix,ADVANCED,11,COMPLETE,AA,9308681,0,1,1,0,0
FLOWER REDALiCE Remix,EXHAUST,16,EXCESSIVE COMPLETE,S,9985067,0,21,12,0,0
FLOWER REDALiCE Remix,INFINITE,18,EXCESSIVE COMPLETE,S,9973509,0,34,32,0,0
ヤサイマシ☆ニンニクアブラオオメ,INFINITE,16,PERFECT,S,10000000,0,3,3,0,1
U&M,EXHAUST,8,PERFECT,S,10000000,0,2,2,1,1
サイコパスコミュニケーション,EXHAUST,10,PERFECT,S,10000000,0,4,4,1,1
Xepher Light and Darkness Dragon REMIX,ADVANCED,9,PLAYED,A,8798405,0,1,0,0,0
Xepher Light and Darkness Dragon REMIX,EXHAUST,16,ULTIMATE CHAIN,S,9991401,0,19,15,2,0
Xepher Light and Darkness Dragon REMIX,GRAVITY,18,ULTIMATE CHAIN,S,9949928,0,20,19,1,0
遠く Dexholic Mix,EXHAUST,11,PERFECT,S,10000000,0,2,2,0,1
冥 Rockin' SWING REMIX,EXHAUST,16,EXCESSIVE COMPLETE,S,9978581,0,19,8,0,0
冥 Rockin' SWING REMIX,INFINITE,18,ULTIMATE CHAIN,S,9988228,8653,28,26,1,0
RED ZONE NeoClassical Party Remix,EXHAUST,14,PERFECT,S,10000000,0,1,1,0,1
ALBIDA Powerless Mix,ADVANCED,10,COMPLETE,A+,9285714,0,2,2,0,0
ALBIDA Powerless Mix,EXHAUST,13,ULTIMATE CHAIN,S,9946445,0,4,2,1,0
ALBIDA Powerless Mix,INFINITE,17,ULTIMATE CHAIN,S,9989612,0,16,16,1,0
It's over,EXHAUST,12,PERFECT,S,10000000,0,8,8,2,1
Iterator,EXHAUST,10,PERFECT,S,10000000,2763,8,8,1,4
Evans VolteX Pf arrange,NOVICE,5,PLAYED,C,6991935,0,1,0,0,0
Evans VolteX Pf arrange,ADVANCED,9,COMPLETE,A+,9206534,0,2,1,0,0
Evans VolteX Pf arrange,EXHAUST,15,EXCESSIVE COMPLETE,S,9970930,0,5,5,0,0
ガッテンだ!! Novoiski Remix,EXHAUST,11,PERFECT,S,10000000,0,2,2,1,1
good high school,EXHAUST,8,PERFECT,S,10000000,0,3,3,0,1
good high school,INFINITE,17,EXCESSIVE COMPLETE,S,9969951,4255,57,50,0,0
「月風魔伝」龍骨鬼戦 yks Remix,INFINITE,16,EXCESSIVE COMPLETE,S,9988738,0,28,23,0,0
ごりらがいるんだ,EXHAUST,12,ULTIMATE CHAIN,S,9994877,0,2,2,1,0
ごりらがいるんだ ～かぼちゃが歌ってみたver～,INFINITE,15,COMPLETE,S,9983402,0,1,1,0,0
jet coaster☆girl sasakure.UK tRiCkStAr Remix,EXHAUST,9,PERFECT,S,10000000,0,2,2,1,1
dilemma,EXHAUST,10,PERFECT,S,10000000,0,1,1,0,1
SurVALI,EXHAUST,11,PERFECT,S,10000000,0,3,2,1,1
smooooch・∀・ KN mix,ADVANCED,8,COMPLETE,A+,9219314,0,2,2,0,0
smooooch・∀・ KN mix,EXHAUST,13,COMPLETE,A+,9269547,0,1,1,0,0
とある少年の一日,ADVANCED,7,COMPLETE,A+,9145683,0,1,1,0,0
とある少年の一日,EXHAUST,12,COMPLETE,AA,9468864,0,1,1,0,0
ナナイロ,EXHAUST,10,PERFECT,S,10000000,0,3,3,0,1
西日暮里の踊り,EXHAUST,12,EXCESSIVE COMPLETE,S,9980657,0,1,1,0,0
西日暮里の踊り,INFINITE,16,PERFECT,S,10000000,0,11,10,1,1
Ha･lle･lu･jah,EXHAUST,13,EXCESSIVE COMPLETE,AAA+,9877675,0,1,1,0,0
Ha･lle･lu･jah,INFINITE,15,EXCESSIVE COMPLETE,S,9960664,0,2,2,0,0
バタフライキャット,ADVANCED,8,COMPLETE,B,8337182,0,1,1,0,0
バタフライキャット,EXHAUST,13,PERFECT,S,10000000,0,5,5,1,1
バタフライキャット,INFINITE,15,EXCESSIVE COMPLETE,S,9917479,0,2,2,0,0
PULSE LASER,EXHAUST,12,PERFECT,S,10000000,3286,7,7,1,2
PULSE LASER,INFINITE,16,ULTIMATE CHAIN,S,9992846,0,2,2,1,0
ヒマワリ MUZIK SERVANT Remix,EXHAUST,10,PERFECT,S,10000000,0,3,3,1,1
ふしぎなくすり いっきのみっくす,EXHAUST,11,PERFECT,S,10000000,0,3,2,0,1
Broken 8cmix,ADVANCED,10,COMPLETE,B,8593925,0,2,2,0,0
Broken 8cmix,EXHAUST,14,PERFECT,S,10000000,0,5,5,0,1
Broken 8cmix,HEAVENLY,18,EXCESSIVE COMPLETE,S,9917660,5041,3,2,0,0
MAX 300 takamatt MIN REMIX,EXHAUST,13,PERFECT,S,10000000,0,4,4,1,1
Love♡sicK,EXHAUST,11,EXCESSIVE COMPLETE,S,9983642,0,1,1,0,0
Rebellious stage,EXHAUST,10,PERFECT,S,10000000,0,1,1,0,1
凛として咲く花の如く スプーキィテルミィンミックス,ADVANCED,6,COMPLETE,A+,9044548,0,1,1,0,0
凛として咲く花の如く スプーキィテルミィンミックス,EXHAUST,11,PERFECT,S,10000000,0,5,5,1,1
凛として咲く花の如く スプーキィテルミィンミックス,INFINITE,15,ULTIMATE CHAIN,S,9996473,0,7,7,6,0
        
